scenario_id,target_id,model,n_trades,n_skipped,n_unrealized,total_pnl,return_on_bankroll,return_on_turnover,win_rate,avg_pnl,max_drawdown,pnl_per_trade_std
DOM01,target_delta_24h,mean_reversion,43,94,0,1257.7048031595752,0.12577048031595753,0.29248948910687794,0.4418604651162791,29.248948910687798,659.6910301737578,155.4932979581589
DOM01,target_delta_24h,momentum,43,94,0,-525.726325899323,-0.0525726325899323,-0.12226193625565651,0.4883720930232558,-12.226193625565651,582.8564588582593,27.59273734871321
DOM01,target_up_24h,limix,74,330,0,214.6871939510968,0.02146871939510968,0.02901178296636443,0.5405405405405406,2.901178296636443,227.9599891699196,26.776282502996448
DOM01,target_up_24h,base_rate,0,194,0,0.0,0.0,,,,0.0,
DOM01,target_up_24h,price_unchanged,0,0,0,0.0,0.0,,,,0.0,
DOM01,target_up_24h,mean_reversion,37,244,0,-480.46961878175125,-0.04804696187817512,-0.12985665372479763,0.4594594594594595,-12.985665372479763,627.5060656250773,37.109653354872634
DOM01,target_up_24h,momentum,17,207,0,-65.48072275794091,-0.006548072275794091,-0.03851807221055348,0.7058823529411765,-3.851807221055348,96.83139728150702,24.949834173239026
TRD01,target_up_1h,limix,79,103,0,-48.275232043243214,-0.004827523204324322,-0.006110788866233318,0.21518987341772153,-0.6110788866233319,184.71572293553064,24.130823794944234
TRD01,target_up_1h,base_rate,0,0,0,0.0,0.0,,,,0.0,
TRD01,target_up_1h,price_unchanged,0,0,0,0.0,0.0,,,,0.0,
TRD01,target_up_1h,mean_reversion,0,0,0,0.0,0.0,,,,0.0,
TRD01,target_up_1h,momentum,0,0,0,0.0,0.0,,,,0.0,
TRD02,target_delta_6h,limix,146,294,0,-376.40543674921963,-0.037640543674921964,-0.025781194297891757,0.3493150684931507,-2.5781194297891754,464.233142735608,14.2395631172699
TRD02,target_delta_6h,base_rate,0,0,0,0.0,0.0,,,,0.0,
TRD02,target_delta_6h,price_unchanged,0,0,0,0.0,0.0,,,,0.0,
TRD02,target_delta_6h,mean_reversion,31,97,0,-46.085047688506236,-0.004608504768850624,-0.014866144415647172,0.41935483870967744,-1.4866144415647173,112.73829183655069,22.02996824051449
TRD02,target_delta_6h,momentum,31,97,0,-177.88607265723127,-0.017788607265723125,-0.05738260408297783,0.2903225806451613,-5.738260408297783,233.54889216289658,20.694273441157495
DOM02,target_delta_24h,limix,18,98,0,27.624891348639323,0.0027624891348639324,0.01534716186035518,0.4444444444444444,1.534716186035518,144.3580855579977,39.579778814274015
DOM02,target_delta_24h,base_rate,0,0,0,0.0,0.0,,,,0.0,
DOM02,target_delta_24h,price_unchanged,0,0,0,0.0,0.0,,,,0.0,
DOM02,target_delta_24h,mean_reversion,17,55,0,433.0479575340129,0.043304795753401286,0.2547340926670664,0.7647058823529411,25.47340926670664,33.81071983109342,42.66513013177972
DOM02,target_delta_24h,momentum,17,55,0,-102.49436641738603,-0.010249436641738604,-0.06029080377493296,0.17647058823529413,-6.029080377493296,218.54487105833746,40.02256388077181
DOM02,target_up_24h,limix,28,111,0,112.82782555133508,0.011282782555133508,0.040295651982619675,0.42857142857142855,4.029565198261968,143.31719627308613,41.07424625427013
DOM02,target_up_24h,base_rate,0,0,0,0.0,0.0,,,,0.0,
DOM02,target_up_24h,price_unchanged,0,0,0,0.0,0.0,,,,0.0,
DOM02,target_up_24h,mean_reversion,0,34,0,0.0,0.0,,,,0.0,
DOM02,target_up_24h,momentum,0,18,0,0.0,0.0,,,,0.0,
DOM03,target_delta_24h,limix,37,52,0,-678.9555811169447,-0.06789555811169447,-0.18350150840998505,0.16216216216216217,-18.350150840998506,743.203124114488,49.22055836659578
DOM03,target_delta_24h,base_rate,41,21,0,-570.6012782162135,-0.05706012782162135,-0.13917104346736914,0.2682926829268293,-13.917104346736913,640.9888503946764,48.17558571350717
DOM03,target_delta_24h,price_unchanged,0,0,0,0.0,0.0,,,,0.0,
DOM03,target_delta_24h,mean_reversion,34,43,0,386.4747182616644,0.038647471826166443,0.11366903478284247,0.47058823529411764,11.366903478284247,379.8120239357023,50.00856712567315
DOM03,target_delta_24h,momentum,34,43,0,-507.93305461315754,-0.05079330546131575,-0.1493920748862228,0.4411764705882353,-14.93920748862228,612.4561772763184,29.22094063410909
DOM03,target_up_24h,limix,38,59,0,-854.8127231289781,-0.0854812723128978,-0.22495071661288896,0.15789473684210525,-22.495071661288897,854.8127231289781,30.58436009539909
DOM03,target_up_24h,base_rate,0,0,0,0.0,0.0,,,,0.0,
DOM03,target_up_24h,price_unchanged,0,0,0,0.0,0.0,,,,0.0,
DOM03,target_up_24h,mean_reversion,0,19,0,0.0,0.0,,,,0.0,
DOM03,target_up_24h,momentum,0,29,0,0.0,0.0,,,,0.0,
DOM04,target_delta_24h,limix,22,38,0,88.1431607789769,0.008814316077897691,0.04006507308135314,0.7727272727272727,4.006507308135314,7.84252903907074,7.442385124044521
DOM04,target_delta_24h,base_rate,0,0,0,0.0,0.0,,,,0.0,
DOM04,target_delta_24h,price_unchanged,0,0,0,0.0,0.0,,,,0.0,
DOM04,target_delta_24h,mean_reversion,17,33,0,19.846872016353107,0.0019846872016353106,0.01167463059785477,0.47058823529411764,1.167463059785477,88.94089137673433,15.504092057303156
DOM04,target_delta_24h,momentum,17,33,0,-293.61230338136806,-0.029361230338136805,-0.17271311963609887,0.4117647058823529,-17.271311963609886,324.90390163674294,32.93602372679221
DOM04,target_up_24h,limix,28,54,0,4.190245851485576,0.00041902458514855764,0.0014965163755305628,0.6071428571428571,0.1496516375530563,56.835399449035805,13.708604953576364
DOM04,target_up_24h,base_rate,0,0,0,0.0,0.0,,,,0.0,
DOM04,target_up_24h,price_unchanged,0,0,0,0.0,0.0,,,,0.0,
DOM04,target_up_24h,mean_reversion,0,0,0,0.0,0.0,,,,0.0,
DOM04,target_up_24h,momentum,0,0,0,0.0,0.0,,,,0.0,
DOM05,target_delta_24h,limix,33,64,0,-252.9703471986424,-0.02529703471986424,-0.07665768096928557,0.3939393939393939,-7.6657680969285575,288.26875922169955,21.471871506267345
DOM05,target_delta_24h,base_rate,70,55,0,-922.8057804746164,-0.09228057804746165,-0.13182939721065948,0.21428571428571427,-13.18293972106595,922.8057804746167,22.376719958814853
DOM05,target_delta_24h,price_unchanged,0,0,0,0.0,0.0,,,,0.0,
DOM05,target_delta_24h,mean_reversion,31,55,0,-87.93691139595585,-0.008793691139595584,-0.02836674561159866,0.45161290322580644,-2.836674561159866,124.50256796161237,21.692516477189088
DOM05,target_delta_24h,momentum,31,55,0,-159.40320723182288,-0.01594032072318229,-0.05142038942962028,0.3548387096774194,-5.142038942962028,188.23448526872704,18.370196153678485
DOM05,target_up_24h,limix,47,92,0,-334.119635500414,-0.0334119635500414,-0.07108928414902425,0.3829787234042553,-7.108928414902426,381.4530242044906,19.710817011087883
DOM05,target_up_24h,base_rate,0,61,0,0.0,0.0,,,,0.0,
DOM05,target_up_24h,price_unchanged,0,0,0,0.0,0.0,,,,0.0,
DOM05,target_up_24h,mean_reversion,51,62,0,-133.1984333916786,-0.01331984333916786,-0.026117339880721294,0.5098039215686274,-2.6117339880721295,152.01605120201145,15.752284873838576
DOM05,target_up_24h,momentum,52,73,0,-466.67708243064857,-0.046667708243064855,-0.08974559277512473,0.28846153846153844,-8.974559277512473,467.7297140095959,18.399075780289333
