scenario_id,target_id,model,strategy,n_trades,n_skipped,n_unrealized,total_pnl,return_on_bankroll,return_on_turnover,win_rate,avg_pnl,max_drawdown,pnl_per_trade_std
TRD02,target_delta_6h,base_rate,pure,344,204,0,-1532.7660843869996,-0.15327660843869997,-0.04455715361590115,0.2936046511627907,-4.455715361590115,1675.3931959435986,25.297172923848752
TRD02,target_delta_6h,price_unchanged,pure,0,0,0,0.0,0.0,,,,0.0,
TRD02,target_delta_6h,mean_reversion,pure,217,516,0,86.46213359931244,0.008646213359931244,0.003984430119783984,0.42857142857142855,0.3984430119783983,1245.0894264046385,48.47029312733888
TRD02,target_delta_6h,momentum,pure,217,516,0,-261.18605187609126,-0.026118605187609126,-0.012036223588759967,0.4608294930875576,-1.2036223588759967,1079.5041376949093,30.701852887514598
DOM02,target_delta_24h,limix,pure,30,200,0,86.63823800255953,0.008663823800255953,0.028879412667519845,0.43333333333333335,2.8879412667519846,144.3580855579977,37.220330931950095
DOM02,target_delta_24h,base_rate,pure,0,0,0,0.0,0.0,,,,0.0,
DOM02,target_delta_24h,price_unchanged,pure,0,0,0,0.0,0.0,,,,0.0,
DOM02,target_delta_24h,mean_reversion,pure,41,222,0,24.70412057378774,0.002470412057378774,0.0060253952618994485,0.4634146341463415,0.6025395261899449,429.03978947788505,37.89338216832754
DOM02,target_delta_24h,momentum,pure,41,222,0,-38.86137916815117,-0.003886137916815117,-0.009478385162963699,0.4634146341463415,-0.94783851629637,218.54487105833746,30.383563094834333
DOM02,target_up_24h,limix,pure,39,230,0,175.10123525195957,0.017510123525195955,0.04489775262870758,0.4358974358974359,4.489775262870758,143.31719627308613,38.774052823249406
DOM02,target_up_24h,base_rate,pure,0,0,0,0.0,0.0,,,,0.0,
DOM02,target_up_24h,price_unchanged,pure,0,0,0,0.0,0.0,,,,0.0,
DOM02,target_up_24h,mean_reversion,pure,0,34,0,0.0,0.0,,,,0.0,
DOM02,target_up_24h,momentum,pure,0,18,0,0.0,0.0,,,,0.0,
DOM03,target_delta_24h,limix,pure,42,123,0,-578.0636130018123,-0.057806361300181235,-0.13763419357186008,0.21428571428571427,-13.763419357186008,747.8667115549111,50.09757027979116
DOM03,target_delta_24h,base_rate,pure,41,21,0,-570.6012782162135,-0.05706012782162135,-0.13917104346736914,0.2682926829268293,-13.917104346736913,640.9888503946764,48.17558571350717
DOM03,target_delta_24h,price_unchanged,pure,0,0,0,0.0,0.0,,,,0.0,
DOM03,target_delta_24h,mean_reversion,pure,62,167,0,119.55358146698912,0.011955358146698911,0.019282835720482117,0.3709677419354839,1.9282835720482114,646.7331607303776,38.79170352374092
DOM03,target_delta_24h,momentum,pure,62,167,0,-260.493352964756,-0.0260493352964756,-0.04201505692979936,0.532258064516129,-4.201505692979936,612.4561772763184,25.48622231491151
DOM03,target_up_24h,limix,pure,48,147,0,-776.3792343770585,-0.07763792343770586,-0.16174567382855387,0.22916666666666666,-16.174567382855386,862.0146819266815,34.09797625000975
DOM03,target_up_24h,base_rate,pure,0,0,0,0.0,0.0,,,,0.0,
DOM03,target_up_24h,price_unchanged,pure,0,0,0,0.0,0.0,,,,0.0,
DOM03,target_up_24h,mean_reversion,pure,0,19,0,0.0,0.0,,,,0.0,
DOM03,target_up_24h,momentum,pure,0,29,0,0.0,0.0,,,,0.0,
DOM04,target_delta_24h,limix,pure,34,88,0,10.965605907934014,0.0010965605907934015,0.0032251782082158864,0.6470588235294118,0.32251782082158864,139.34599526834438,18.181640342146437
DOM04,target_delta_24h,base_rate,pure,0,0,0,0.0,0.0,,,,0.0,
DOM04,target_delta_24h,price_unchanged,pure,0,0,0,0.0,0.0,,,,0.0,
DOM04,target_delta_24h,mean_reversion,pure,45,142,0,-262.8163830124854,-0.02628163830124854,-0.058403640669441204,0.4222222222222222,-5.84036406694412,285.1175165192446,22.227257824326212
DOM04,target_delta_24h,momentum,pure,45,142,0,-400.65064020493605,-0.040065064020493604,-0.0890334756010969,0.4444444444444444,-8.90334756010969,433.6089051269777,23.37018182981792
DOM04,target_up_24h,limix,pure,46,148,0,-194.67037786758289,-0.01946703778675829,-0.04231964736251802,0.5217391304347826,-4.231964736251802,257.0044736095916,22.317789700806134
DOM04,target_up_24h,base_rate,pure,0,0,0,0.0,0.0,,,,0.0,
DOM04,target_up_24h,price_unchanged,pure,0,0,0,0.0,0.0,,,,0.0,
DOM04,target_up_24h,mean_reversion,pure,0,0,0,0.0,0.0,,,,0.0,
DOM04,target_up_24h,momentum,pure,0,0,0,0.0,0.0,,,,0.0,
DOM05,target_delta_24h,limix,pure,47,154,0,-372.1487596172793,-0.037214875961727935,-0.07918058715261263,0.3404255319148936,-7.918058715261262,372.14875961727927,18.91675792892823
DOM05,target_delta_24h,base_rate,pure,70,117,0,-922.8057804746164,-0.09228057804746165,-0.13182939721065948,0.21428571428571427,-13.18293972106595,922.8057804746167,22.376719958814853
DOM05,target_delta_24h,price_unchanged,pure,0,0,0,0.0,0.0,,,,0.0,
DOM05,target_delta_24h,mean_reversion,pure,90,239,0,-485.72279509610314,-0.048572279509610315,-0.053969199455122574,0.4111111111111111,-5.396919945512257,509.5871848657746,29.614603550322325
DOM05,target_delta_24h,momentum,pure,90,239,0,-137.03555799034947,-0.013703555799034947,-0.015226173110038831,0.36666666666666664,-1.522617311003883,228.91554286821238,17.42337803172579
DOM05,target_up_24h,limix,pure,72,251,0,-588.7333553417392,-0.05887333553417392,-0.08176852157524156,0.2916666666666667,-8.176852157524156,595.5515371599209,18.334677546644784
DOM05,target_up_24h,base_rate,pure,0,123,0,0.0,0.0,,,,0.0,
DOM05,target_up_24h,price_unchanged,pure,0,0,0,0.0,0.0,,,,0.0,
DOM05,target_up_24h,mean_reversion,pure,120,202,0,-696.6631804124017,-0.06966631804124017,-0.05805526503436681,0.38333333333333336,-5.805526503436681,697.177977246999,20.024334573129124
DOM05,target_up_24h,momentum,pure,89,215,0,-541.744644916415,-0.054174464491641504,-0.06087018482206911,0.24719101123595505,-6.08701848220691,542.7972764953623,14.53588091185826
